NOMBDEP;NOMBPROV;NOMBDIST;UBIGEO;BUDGET;SEX_M;AGE_66_120;AREA_URB;AREA_RUR;SUBSIDY;CASES_COVID;UBN_1;UBN_2;UBN_3;UBN_4;UBN_5;UBN_6
AYACUCHO;HUANTA;CHACA;50412;120120;111650;18066;107947;134653;1520;5;96.379997;22.52;16.85;5.1999998;3.6199999;32.130001
AYACUCHO;LA MAR;SAN MIGUEL;50501;331611.9;515122;110152;438932;626168;90440;159;72.900002;16.74;9.3100004;6.9099998;2.6199999;16.58
AYACUCHO;LA MAR;ANCO;50502;242884.05;436802;56304;252697;589403;66880;28;76.870003;27.299999;5.96;4.3899999;3.26;8.4799995
AYACUCHO;LA MAR;AYNA;50503;243442;460255;49600;641564;262636;258400;357;44.299999;25.719999;1.8099999;11.06;1.96;3.8099999
AYACUCHO;LA MAR;CHILCAS;50504;49994;85807;29720;26033;153067;3040;5;89.68;3.71;5.6500001;17.42;1.61;21.940001
AYACUCHO;LA MAR;CHUNGUI;50505;136225.75;225425;31055;50492;405608;2280;19;94.519997;26.48;10.11;9.9399996;2.0599999;10.28
AYACUCHO;LA MAR;LUIS CARRANZA;50506;68030;72406;19219;19107;123693;0;1;96.059998;17.51;5.6900001;14.22;0.88;17.07
AYACUCHO;LA MAR;SANTA ROSA;50507;201867.5;634561;47816;901904;336496;177840;41;58.650002;30.690001;3.29;6.71;4.0100002;2.77
AYACUCHO;LA MAR;TAMBO;50508;364886.6;532558;107584;721696;408104;114000;116;77.5;24.809999;4.3299999;7.2199998;3.0799999;19.639999
AYACUCHO;LA MAR;SAMUGARI;50509;362331.39;526426;40890;570779;448221;139080;113;61.700001;34.290001;6.5100002;13.92;2.97;5.0100002
AYACUCHO;LA MAR;ANCHIHUAY;50510;116555.52;231136;19215;99202;341398;3040;40;81.970001;45.91;11.08;3.4300001;2.29;5.98
AYACUCHO;LA MAR;ORONCCOY;50511;68557;56752;7708;19662;90938;0;1;96.32;22.1;50.139999;17;1.7;15.01
AYACUCHO;LUCANAS;PUQUIO;50601;541747.98;667171;144864;1331544;71356;393680;518;63.740002;11.04;1.5;7.1999998;1.74;6.5300002
AYACUCHO;LUCANAS;AUCARA;50602;127037.68;140022;80827;223970;76630;12920;18;86.559998;3.78;5.27;37.240002;0.68000001;14
AYACUCHO;LUCANAS;CABANA;50603;53783;109801;45858;217663;4736;32680;13;80.940002;8.8599997;1.0700001;8.5900002;0.81;6.5799999
AYACUCHO;LUCANAS;CARMEN SALCEDO;50604;50000;83393;29161;159899;8501;32680;6;77.650002;7.8299999;1.63;8.4799995;0.64999998;7.9899998
AYACUCHO;LUCANAS;CHAVIÑA;50605;50000;97524;31432;143810;54790;22800;10;85.080002;19.85;5.8499999;18;4;15.23
AYACUCHO;LUCANAS;CHIPAO;50606;116175.5;129689;50584;157672;104828;6080;13;88.879997;9.0699997;6.8299999;19.41;0.77999997;13.46
AYACUCHO;LUCANAS;HUAC-HUAS;50607;61058.39;89947;28942;55302;109098;9880;0;93.389999;15.54;28.1;40.830002;2.3099999;3.8
AYACUCHO;LUCANAS;LARAMATE;50608;51110;81880;31095;77684;85216;2280;6;84.190002;25.6;13.92;37.459999;0.34;5.3299999
AYACUCHO;LUCANAS;LEONCIO PRADO;50609;57050;57388;26810;50390;60510;2280;2;88.580002;10.99;23.040001;58.349998;1.0599999;8.46
AYACUCHO;LUCANAS;LLAUTA;50610;50000;50449;17856;46684;45716;6080;1;88.010002;14.91;1.17;24.27;2.3399999;2.9200001
AYACUCHO;LUCANAS;LUCANAS;50611;73018;136581;32289;159182;113118;31160;15;84.580002;13.03;7.71;30.08;2.3900001;12.6
AYACUCHO;LUCANAS;OCAÑA;50612;59202.9;119338;43259;95234;142366;12920;1;82.339996;17.780001;11.7;53.919998;2.1099999;10.64
AYACUCHO;LUCANAS;OTOCA;50613;132477.81;104596;22060;47240;142260;21280;10;79.879997;21.360001;52.009998;48.299999;2.3199999;5.5700002
AYACUCHO;LUCANAS;SAISA;50614;68552;44115;9469;47881;31419;1520;0;89.339996;20.299999;17.26;30.959999;3.05;0
AYACUCHO;LUCANAS;SAN CRISTOBAL;50615;50000;79849;20662;108259;59941;11400;11;94.980003;10.24;3.21;13.65;0.40000001;10.24
AYACUCHO;LUCANAS;SAN JUAN;50616;68948.1;66529;12918;86768;17332;9120;4;82.860001;8.3500004;5.0500002;52.75;0.88;3.3
AYACUCHO;LUCANAS;SAN PEDRO;50617;99999.1;135376;46811;135806;131394;5320;10;94.209999;12.55;13.51;24.370001;1.45;15.2
AYACUCHO;LUCANAS;SAN PEDRO DE PALCO;50618;50000;52637;16792;41657;56943;5320;2;90.080002;11.02;13.22;44.630001;5.5100002;10.19
AYACUCHO;LUCANAS;SANCOS;50619;100000;255199;40255;257567;207733;17480;80;64.860001;21.389999;6.7199998;35.880001;1.3099999;5.8499999
AYACUCHO;LUCANAS;SANTA ANA DE HUAYCAHUACHO;50620;49980;41862;20016;83939;861;3040;2;86.699997;4.3499999;2.3;28.389999;1.53;6.3899999
AYACUCHO;LUCANAS;SANTA LUCIA;50621;50000;68572;17224;98713;32187;4560;2;61.279999;19.59;27.33;47.610001;0.68000001;1.59
AYACUCHO;PARINACOCHAS;CORACORA;50701;357674.66;662149;149869;1113669;271031;174800;618;69.300003;17.73;6.1399999;16.84;1.17;7.23
AYACUCHO;PARINACOCHAS;CHUMPI;50702;75730.91;122935;44606;196600;58000;24320;33;85.150002;18.530001;2.8900001;20.24;1.1799999;16.559999
AYACUCHO;PARINACOCHAS;CORONEL CASTAÑEDA;50703;49999.62;33839;10522;19729;52971;5320;0;92.339996;21.77;11.69;23.389999;1.21;18.950001
AYACUCHO;PARINACOCHAS;PACAPAUSA;50704;79892;33740;12802;30390;37210;3800;9;90.589996;21.959999;7.0599999;32.939999;5.8800001;12.16
AYACUCHO;PARINACOCHAS;PULLO;50705;100000;391741;41865;613986;95214;99560;19;55.720001;18.9;5.3499999;25.540001;1.5700001;4.48
AYACUCHO;PARINACOCHAS;PUYUSCA;50706;49999.95;114205;42453;119945;111455;61560;25;79.379997;16.040001;8.2200003;30.860001;1.35;13.61
AYACUCHO;PARINACOCHAS;SAN FRANCISCO DE RAVACAYCO;50707;65016.16;31324;11717;24509;34791;2280;2;87.82;13.2;16.75;48.73;0.50999999;17.77
AYACUCHO;PARINACOCHAS;UPAHUACHO;50708;50000;67569;20809;20570;113730;760;39;95.519997;10.99;6.2800002;33.860001;2.47;13.45
AYACUCHO;PAUCAR DEL SARA SARA;PAUSA;50801;96696.6;173834;44112;291163;58437;52440;112;57.419998;13.35;0.88;5.4400001;0.61000001;5.9699998
AYACUCHO;PAUCAR DEL SARA SARA;COLTA;50802;57635.2;25793;6931;31020;18180;3040;0;89.470001;10.53;6.4299998;26.9;0.57999998;7.5999999
AYACUCHO;PAUCAR DEL SARA SARA;CORCULLA;50803;50000;22300;11378;31175;16725;1520;1;97.080002;17.540001;1.75;42.110001;0.57999998;4.0900002
AYACUCHO;PAUCAR DEL SARA SARA;LAMPA;50804;50000;104593;31037;166212;43088;30400;8;84.220001;10.76;2.8699999;15.35;1.15;5.5999999
AYACUCHO;PAUCAR DEL SARA SARA;MARCABAMBA;50805;49999.97;31610;14895;49575;11825;22040;13;70.040001;10.97;2.95;11.81;1.27;8.0200005
AYACUCHO;PAUCAR DEL SARA SARA;OYOLO;50806;50000;55051;12625;66311;47089;3800;19;93.290001;30.18;14.94;24.09;1.83;10.37
AYACUCHO;PAUCAR DEL SARA SARA;PARARCA;50807;50000;23630;11588;28742;18858;5320;2;90.419998;10.18;1.2;19.76;1.8;10.18
AYACUCHO;PAUCAR DEL SARA SARA;SAN JAVIER DE ALPABAMBA;50808;49999.91;16827;7959;11029;22171;3040;0;85.040001;8.6599998;14.17;36.220001;0;7.0900002
AYACUCHO;PAUCAR DEL SARA SARA;SAN JOSE DE USHUA;50809;57880;13288;4089;16582;8518;5320;2;93.18;21.59;0;34.09;0;2.27
AYACUCHO;PAUCAR DEL SARA SARA;SARA SARA;50810;50000;26141;12616;48645;5455;7600;4;92.790001;14.42;6.73;9.6199999;0;15.87
AYACUCHO;SUCRE;QUEROBAMBA;50901;147830;116973;33125;210242;31158;47120;22;69.589996;11.07;3.04;11.07;0.49000001;7.0599999
AYACUCHO;SUCRE;BELEN;50902;49999.16;17620;6012;28192;5908;2280;2;90.440002;5.8800001;28.68;28.68;0;11.03
AYACUCHO;SUCRE;CHALCOS;50903;49995.9;24957;7456;23818;25682;3040;0;84.089996;4.5500002;7.9499998;6.8200002;0.56999999;7.3899999
AYACUCHO;SUCRE;CHILCAYOC;50904;50000;26684;10032;29270;22030;1520;3;89.849998;8.6300001;4.5700002;8.6300001;0.50999999;11.68
AYACUCHO;SUCRE;HUACAÑA;50905;50000;17694;7347;29077;9623;1520;0;93.629997;5.0999999;5.0999999;14.01;0.63999999;19.110001
AYACUCHO;SUCRE;MORCOLLA;50906;50000;55797;21118;84162;30538;760;2;92.57;5.7600002;7.4299998;14.15;1.2;10.55
AYACUCHO;SUCRE;PAICO;50907;76866.6;28445;11068;51408;5792;2280;1;89.260002;12.4;3.72;20.66;0;12.81
AYACUCHO;SUCRE;SAN PEDRO DE LARCAY;50908;50000;41076;11692;45318;38282;1520;2;83.629997;7.1199999;5.3400002;23.129999;2.1400001;8.1899996
AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;50909;110249;47404;14387;26082;74418;760;2;94.470001;4.21;9.21;25.530001;1.84;13.95
AYACUCHO;SUCRE;SANTIAGO DE PAUCARAY;50910;69685;30025;12217;51871;9629;3040;0;96.730003;6.5300002;1.22;16.73;0.81999999;17.139999
AYACUCHO;SUCRE;SORAS;50911;66804.5;47211;14909;85001;11699;4560;2;87.190002;8.6400003;6.96;18.379999;0.56;9.75
AYACUCHO;VICTOR FAJARDO;HUANCAPI;51001;78795;79162;31259;160671;14829;28880;46;69.550003;16.82;4.3899999;10.3;1.0599999;8.4799995
AYACUCHO;VICTOR FAJARDO;ALCAMENCA;51002;50000;79480;31152;138689;24111;3800;7;94.129997;5.3800001;5.5500002;11.09;0.81999999;14.03
AYACUCHO;VICTOR FAJARDO;APONGO;51003;91994.7;31360;16107;49387;17813;1520;9;94.699997;9.0299997;0.93000001;4.3600001;0.93000001;11.53
AYACUCHO;VICTOR FAJARDO;ASQUIPATA;51004;65850;22943;18354;16434;31266;0;3;94.870003;7.6900001;2.99;10.68;1.71;11.97
AYACUCHO;VICTOR FAJARDO;CANARIA;51005;100000;172893;52476;300457;42343;21280;66;78.900002;8.5600004;5.5599999;12.16;2.1800001;9.0799999
AYACUCHO;VICTOR FAJARDO;CAYARA;51006;72574.99;54406;26776;87690;33710;4560;6;94.07;4.4000001;7.8400002;10.9;0.56999999;16.059999
AYACUCHO;VICTOR FAJARDO;COLCA;51007;54422;48223;21231;60172;41928;6080;0;84.330002;6.5300002;2.0899999;10.18;2.0899999;12.79
AYACUCHO;VICTOR FAJARDO;HUAMANQUIQUIA;51008;50000;53314;14608;49582;63018;1520;1;88.769997;8.4899998;3.29;6.8499999;1.92;20.27
AYACUCHO;VICTOR FAJARDO;HUANCARAYLLA;51009;92514.56;63561;25595;136294;1706;7600;18;89.089996;4.1199999;3.7;11.52;1.23;20.99
AYACUCHO;VICTOR FAJARDO;HUAYA;51010;50000;105198;41183;200261;22939;10640;1;91.300003;7.9699998;5.8000002;17.389999;1.33;13.65
AYACUCHO;VICTOR FAJARDO;SARHUA;51011;137329.6;122353;32535;209504;41496;1520;32;91.510002;8.3699999;2.0599999;6.8200002;1.8;16.469999
AYACUCHO;VICTOR FAJARDO;VILCANCHOS;51012;100000;111385;35101;72336;170064;2280;2;93.07;10.46;11.75;27.139999;3.1700001;12.93
AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;51101;130343.18;296676;81565;233600;394300;28880;55;82.389999;10.25;6.27;16.51;2.8800001;19.99
AYACUCHO;VILCAS HUAMAN;ACCOMARCA;51102;49994.81;43419;22079;73422;20178;760;3;91.959999;10.55;4.77;6.7800002;1.76;20.6
AYACUCHO;VILCAS HUAMAN;CARHUANCA;51103;51603;40979;19539;54181;32319;6080;2;86.209999;10.92;18.969999;15.8;2.8699999;18.68
AYACUCHO;VILCAS HUAMAN;CONCEPCION;51104;49999;79560;26943;27471;138729;1520;2;92.669998;10.12;5.9299998;23.209999;5.9299998;16.059999
AYACUCHO;VILCAS HUAMAN;HUAMBALPA;51105;50000;66142;32648;59802;78398;4560;0;91.230003;8.7700005;2.48;7.1199999;2.3199999;20.700001
AYACUCHO;VILCAS HUAMAN;INDEPENDENCIA;51106;56021;52725;25782;40152;69948;760;7;94.099998;4.0100002;4.25;16.51;1.1799999;24.059999
AYACUCHO;VILCAS HUAMAN;SAURAMA;51107;75380.4;53159;21454;25470;84230;0;5;95.919998;8.1599998;13.52;14.03;2.04;19.389999
AYACUCHO;VILCAS HUAMAN;VISCHONGO;51108;132027;181081;49760;159846;214254;7600;17;87.389999;13.82;4.02;9.0799999;4.9000001;16.790001
CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;3279368.26;11383397;1569429;20196222;3943477;8496800;7792;21.91;14.39;1.9400001;1.02;1.75;3.4100001
CAJAMARCA;CAJAMARCA;ASUNCION;60102;200000;417052;113357;118504;775996;31160;13;90.620003;9.3400002;3.3199999;1.41;2.6600001;17.34
CAJAMARCA;CAJAMARCA;CHETILLA;60103;348318.08;187729;37065;36608;382092;1520;3;94.339996;31.51;7.1199999;7.1199999;3.8;23.51
CAJAMARCA;CAJAMARCA;COSPAN;60104;199999.59;382848;77553;81442;689058;3800;23;93.150002;6.6300001;9.2399998;4.0900002;5.0999999;12.15
CAJAMARCA;CAJAMARCA;ENCAÑADA;60105;191728.38;1022415;192632;159002;2010398;7600;12;91.540001;24.99;8.8800001;5.0900002;4;13.29
CAJAMARCA;CAJAMARCA;JESUS;60106;213720.72;818014;153056;362736;1350964;48640;185;80.989998;22.98;4.6599998;3.3699999;3.8900001;7.9099998
CAJAMARCA;CAJAMARCA;LLACANORA;60107;257799.7;300939;53188;82012;562988;8360;45;78.550003;23.02;3.4300001;1.3200001;5.0500002;9.7399998
CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;60108;404534.7;2470836;308969;2235191;2939609;248520;148;47.779999;18.780001;2.4000001;1.15;2.5599999;5.9299998
CAJAMARCA;CAJAMARCA;MAGDALENA;60109;346939.51;454707;93115;329334;610966;50920;163;71.959999;17.41;6.27;7.4699998;2.04;8.2299995
CAJAMARCA;CAJAMARCA;MATARA;60110;107072;186904;54676;87504;309296;7600;30;83.199997;18.030001;3.6700001;10.03;1.71;9.2200003
CAJAMARCA;CAJAMARCA;NAMORA;60111;278372.17;502619;86706;195717;863283;42560;52;85.529999;26.549999;8.1899996;15.19;3.5699999;11.94
CAJAMARCA;CAJAMARCA;SAN JUAN;60112;152147.94;241130;55707;111986;382514;33440;64;81.489998;17.200001;4.8800001;2.0899999;2.48;11
CAJAMARCA;CAJABAMBA;CAJABAMBA;60201;636938.57;1639368;311762;2042150;1419750;519080;482;61.18;14.05;2.3599999;2.25;3.48;6.6799998
CAJAMARCA;CAJABAMBA;CACHACHI;60202;356326.79;1253250;188342;96196;2408504;20520;82;90.239998;15.83;15.74;8.1099997;7.5599999;9.9899998
CAJAMARCA;CAJABAMBA;CONDEBAMBA;60203;516628.34;726491;140753;130177;1375123;12920;24;86.629997;19.66;2.3599999;1.9299999;4.5100002;11.69
CAJAMARCA;CAJABAMBA;SITACOCHA;60204;248011.03;415818;74028;279350;565450;38000;29;91.540001;17.24;4.6199999;2.6400001;5.8699999;9.1099997
CAJAMARCA;CELENDIN;CELENDIN;60301;664238.14;1329209;269171;2050365;764335;361760;266;51.779999;17.67;2.1400001;2.74;1.8200001;5.5799999
CAJAMARCA;CELENDIN;CHUMUCH;60302;100000;143418;26320;17404;258797;3800;3;97.510002;34.209999;9.1700001;3.54;3.01;8.3900003
CAJAMARCA;CELENDIN;CORTEGANA;60303;218959;353891;54023;51338;672662;3800;12;95.019997;49.900002;5.29;5.3899999;2.3900001;12.91
CAJAMARCA;CELENDIN;HUASMIN;60304;363270.3;554668;114500;130719;1009981;7600;4;95.830002;30.98;4.3200002;6.3899999;3.9300001;13.06
CAJAMARCA;CELENDIN;JORGE CHAVEZ;60305;51419.5;22786;8276;20744;26656;1520;2;88.199997;16.77;3.1099999;4.9699998;0;2.48
CAJAMARCA;CELENDIN;JOSE GALVEZ;60306;114034.26;131139;43176;40598;233602;13680;42;77.809998;11.1;2.8399999;6.7800002;2.0999999;7.4000001
CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;60307;126862;194629;31042;35123;376477;3040;7;95.029999;34.990002;1.8099999;1.63;4.1599998;8.0500002
CAJAMARCA;CELENDIN;OXAMARCA;60308;272790.56;286907;51882;63483;515917;10640;4;95.910004;30.9;4.52;12.94;5.8200002;8.4200001
CAJAMARCA;CELENDIN;SOROCHUCO;60309;331050.17;371230;91518;63375;717325;27360;9;93.209999;16.27;12.64;10.86;3.1600001;6.75
CAJAMARCA;CELENDIN;SUCRE;60310;127998.96;260141;57141;110415;428985;33440;34;83.910004;14.12;3.8699999;4.6599998;4.1399999;4.73
CAJAMARCA;CELENDIN;UTCO;60311;100396.77;58433;13319;6445;106555;760;4;85.580002;19.33;9.8199997;11.66;2.1500001;6.1300001
CAJAMARCA;CELENDIN;LA LIBERTAD DE PALLAN;60312;275083.71;334567;58321;99135;591265;5320;7;96.239998;36.630001;10.2;1.85;5.5100002;10.87
CAJAMARCA;CHOTA;CHOTA;60401;1465567.5;2297774;484201;2304668;2703232;589000;578;51.990002;23.15;3.5699999;8.0500002;1.88;9.8999996
CAJAMARCA;CHOTA;ANGUIA;60402;162647;165479;38138;37922;303378;0;3;89.919998;36.549999;1.5;3;1.39;9.8599997
CAJAMARCA;CHOTA;CHADIN;60403;100000;177425;33395;76163;287737;2280;0;84.910004;40.490002;1.12;4.3099999;1.87;9.0900002
CAJAMARCA;CHOTA;CHIGUIRIP;60404;100000;191414;50735;34470;357730;760;17;88.650002;15.74;0.94999999;0.69;2.9200001;13.41
CAJAMARCA;CHOTA;CHIMBAN;60405;163598.45;117188;20465;57409;178691;0;6;89.440002;31.52;4;1.12;1.28;7.1999998
CAJAMARCA;CHOTA;CHOROPAMPA;60406;130218;123023;22838;33934;211466;3040;0;91.550003;35.639999;5.8400002;1.08;4.4499998;8.6000004
CAJAMARCA;CHOTA;COCHABAMBA;60407;292564.98;281593;77347;135734;445766;9880;92;75.860001;21.85;11.24;13.07;1.49;12.56
CAJAMARCA;CHOTA;CONCHAN;60408;234795.53;290308;65171;51060;554440;22800;29;84.110001;20.940001;2.8900001;3.29;2.0999999;13.22
CAJAMARCA;CHOTA;HUAMBOS;60409;289578.1;411793;114716;149400;707900;5320;29;83.75;20.16;9.1999998;16.77;2.6700001;11.47
CAJAMARCA;CHOTA;LAJAS;60410;210000;554782;142628;229238;946362;17480;51;78.040001;25.059999;6.1300001;12.01;1.8099999;10.65
CAJAMARCA;CHOTA;LLAMA;60411;390557.69;369593;103197;327905;430995;12160;47;73.519997;10.73;27.389999;16.879999;1.95;6.6199999
CAJAMARCA;CHOTA;MIRACOSTA;60412;116898.99;173128;39646;17776;323524;1520;2;96.580002;18.540001;45.580002;29.469999;2.54;9.2700005
CAJAMARCA;CHOTA;PACCHA;60413;174780.85;227509;47721;123126;352574;6840;27;77.82;34.84;5.02;3.4200001;3.8499999;7.6399999
CAJAMARCA;CHOTA;PION;60414;61340;67663;12714;65615;65185;760;1;84.910004;43.799999;1.22;0.73000002;0.73000002;6.0799999
CAJAMARCA;CHOTA;QUEROCOTO;60415;380868;416233;99642;142838;702662;9120;8;82.120003;32.73;12.38;19.559999;4.2399998;6.3800001
CAJAMARCA;CHOTA;SAN JUAN DE LICUPIS;60416;60774.57;52135;19712;17127;84773;0;4;96.519997;29.75;15.19;40.189999;1.27;6.6500001
CAJAMARCA;CHOTA;TACABAMBA;60417;273455.6;799617;184419;285462;1355138;31160;47;74.480003;25.33;7.9200001;3.1300001;2.54;10.99
CAJAMARCA;CHOTA;TOCMOCHE;60418;50000;47417;17458;20368;69832;1520;8;91.82;28.299999;36.48;34.91;0.31;7.5500002
CAJAMARCA;CHOTA;CHALAMARCA;60419;240259.5;456612;98561;98992;880908;1520;12;86.650002;31.129999;5.3299999;7.4899998;3.1600001;14.55
CAJAMARCA;CONTUMAZA;CONTUMAZA;60501;501027.67;390319;93333;342793;453007;29640;38;69.089996;11.82;11.78;25.02;4.1700001;3.7
CAJAMARCA;CONTUMAZA;CHILETE;60502;182238.2;125394;33123;197984;65816;36480;50;30.360001;12.05;6.5100002;7.23;1.5700001;4.46
CAJAMARCA;CONTUMAZA;CUPISNIQUE;60503;92373.4;73768;21829;17743;123557;0;4;89.690002;15.25;6.9499998;8.7399998;5.1599998;3.1400001
CAJAMARCA;CONTUMAZA;GUZMANGO;60504;130333.9;137732;33331;24407;261593;760;2;89.029999;7.6599998;7.6599998;24.57;2.74;5.5999999
CAJAMARCA;CONTUMAZA;SAN BENITO;60505;149372.66;187319;39786;53766;310334;2280;24;77.529999;10.37;20.84;22.93;2;2.55
CAJAMARCA;CONTUMAZA;SANTA CRUZ DE TOLED;60506;63903;55576;11072;15802;90298;1520;1;88.610001;13.92;11.71;11.08;7.9099998;7.5900002
CAJAMARCA;CONTUMAZA;TANTARICA;60507;140407.62;133530;34942;167827;94073;28120;3;73.269997;7.8099999;6.8000002;29.219999;2.1500001;5.3200002
CAJAMARCA;CONTUMAZA;YONAN;60508;100000;352490;101080;476904;239796;100320;95;39.73;6.27;4.7600002;6.8299999;1.3;4.9699998
CAJAMARCA;CUTERVO;CUTERVO;60601;862165.09;2516407;467045;2161348;3098152;526680;609;60.959999;22.709999;4.29;2.23;2.1300001;8.9799995
CAJAMARCA;CUTERVO;CALLAYUC;60602;256564.58;478829;80153;56462;890238;7600;21;84.330002;41.799999;20.48;8.3800001;2.3499999;7.75
CAJAMARCA;CUTERVO;CHOROS;60603;207085;152574;33186;32665;264135;9880;13;86.790001;38.299999;15.01;5.71;1.34;6.9400001
CAJAMARCA;CUTERVO;CUJILLO;60604;117434.6;118235;18262;30263;209337;3800;2;80.029999;31.690001;3.76;5.9299998;1.45;4.6300001
CAJAMARCA;CUTERVO;LA RAMADA;60605;112824;189415;32456;54685;321015;12920;8;80.32;32.02;9.75;1.7;1.7;7.5100002
CAJAMARCA;CUTERVO;PIMPINGOS;60606;175228.28;271558;53122;55522;470478;6080;8;87.82;54.889999;14.78;2.27;1.23;6.8699999
CAJAMARCA;CUTERVO;QUEROCOTILLO;60607;482319.3;668583;136722;147055;1188545;9120;25;88.93;44.59;20.969999;11.52;2.6099999;9.1400003
CAJAMARCA;CUTERVO;SAN ANDRES DE CUTERVO;60608;127014.7;211874;42897;99675;320525;0;7;74.480003;32.360001;2.3399999;2.25;2.75;6.2600002
CAJAMARCA;CUTERVO;SAN JUAN DE CUTERVO;60609;94163;97816;14928;49378;143122;3040;11;75.660004;44.57;11.24;3.1800001;3;5.6199999
CAJAMARCA;CUTERVO;SAN LUIS DE LUCMA;60610;99999.5;153628;33397;49365;263735;12920;21;85.160004;26.1;0.5;2.6900001;1.59;7.4699998
CAJAMARCA;CUTERVO;SANTA CRUZ;60611;99999.2;134313;23481;34752;235648;2280;18;79.629997;45.560001;8.2200003;6.79;2.6099999;8.0900002
CAJAMARCA;CUTERVO;SANTO DOMINGO DE LA CAPILLA;60612;220000;239950;47489;70660;406840;6080;13;75.910004;34.470001;23.879999;1.8099999;3.48;8.1999998
CAJAMARCA;CUTERVO;SANTO TOMAS;60613;313678.2;365519;66591;175140;545460;7600;26;74.339996;39.919998;2.3800001;2.77;4.6100001;6.54
CAJAMARCA;CUTERVO;SOCOTA;60614;433445.5;440247;98007;260307;646593;95760;22;68.419998;30.5;8.3599997;1.49;2.3800001;9.5500002
CAJAMARCA;CUTERVO;TORIBIO CASANOVA;60615;91265.48;57007;16392;33619;80081;3040;1;69.440002;28.33;1.9400001;2.78;0.56;7.2199998
CAJAMARCA;HUALGAYOC;BAMBAMARCA;60701;1197335.28;3111898;669643;1926386;4757614;538080;855;76.769997;28.23;3.5799999;3.0799999;2.5999999;13.23
CAJAMARCA;HUALGAYOC;CHUGUR;60702;99930.21;149987;41781;29124;282276;2280;6;75.470001;39.599998;16.120001;3.74;1.99;5.02
CAJAMARCA;HUALGAYOC;HUALGAYOC;60703;260413.03;654431;141235;137763;1258237;12920;245;88.580002;32.830002;7.4000001;6.0999999;3.27;16.25
CAJAMARCA;JAEN;JAEN;60801;2536011.07;5058122;644867;8835940;1410760;3290040;6269;17.34;24.139999;3.71;1.4400001;2.5;2.1700001
CAJAMARCA;JAEN;BELLAVISTA;60802;328948;896582;159535;863238;857962;93480;550;59.09;22.09;13.02;4.73;2.1600001;4.9400001
CAJAMARCA;JAEN;CHONTALI;60803;257585.2;561788;83190;198826;894774;47880;51;76.150002;37.32;17.299999;8.6000004;2.5;5.1100001
CAJAMARCA;JAEN;COLASAY;60804;289091.5;594911;115075;208370;937330;60800;151;72.25;26.290001;24.629999;7.3699999;2.0999999;4.9299998
CAJAMARCA;JAEN;HUABAL;60805;271309.3;433228;55122;102161;743639;6840;72;80.389999;40.400002;15.38;1.26;2.3800001;6.1199999
CAJAMARCA;JAEN;LAS PIRIAS;60806;132000;244746;38059;89815;389685;4560;38;79.370003;35.970001;8.71;3.6400001;3.1400001;7.7800002
CAJAMARCA;JAEN;POMAHUACA;60807;347386.72;467910;69940;185233;742167;61560;146;72.459999;32.060001;8.5100002;6.0300002;2.2;8.9200001
CAJAMARCA;JAEN;PUCARA;60808;114082.4;369137;61186;470402;279098;91960;190;46.790001;28.379999;3.21;8.0500002;2.02;5.77
CAJAMARCA;JAEN;SALLIQUE;60809;247295;400096;59723;104514;680186;28120;75;89.199997;36.07;23;15.6;1.4;8.1000004
CAJAMARCA;JAEN;SAN FELIPE;60810;273389.2;268075;52874;50404;467896;7600;65;78.989998;18.73;11.09;12.81;2.8900001;7.1599998
CAJAMARCA;JAEN;SAN JOSE DEL ALTO;60811;254011;396515;52539;65562;706138;3800;98;79.139999;21.950001;17.120001;5.1799998;2.6400001;4.2800002
CAJAMARCA;JAEN;SANTA ROSA;60812;346290.5;568069;90038;269440;818760;36480;123;73.82;35.66;10.15;6.6799998;2.3699999;3.8399999
CAJAMARCA;SAN IGNACIO;SAN IGNACIO;60901;867719.35;1955460;259781;1425863;2408837;553280;917;52.119999;22.85;7.3099999;4.3200002;2.7;2.6400001
CAJAMARCA;SAN IGNACIO;CHIRINOS;60902;331524.72;860761;115121;307254;1321246;86640;118;71.919998;28.4;8.8299999;5.4699998;2.73;3.7
CAJAMARCA;SAN IGNACIO;HUARANGO;60903;200000;1049367;145786;527784;1493716;57760;344;74.669998;33.720001;14.53;4.8499999;2.5999999;4.9200001
CAJAMARCA;SAN IGNACIO;LA COIPA;60904;200000;1145889;134625;264514;1930186;20520;240;78.269997;20.889999;6.5300002;2.4000001;3.8900001;4.6100001
CAJAMARCA;SAN IGNACIO;NAMBALLE;60905;231000.16;531038;50511;118271;898029;19760;192;80.760002;24.889999;3.5699999;7.5799999;2.1199999;3.25
CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;60906;405632.15;1000215;112413;299354;1603546;26600;368;78.349998;23.790001;10.57;5.0100002;3.5799999;3.3699999
CAJAMARCA;SAN IGNACIO;TABACONAS;60907;362733.75;1006175;122897;63027;1915273;3800;42;86.290001;21.99;12.81;9.1099997;3.3199999;5.77
